wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
5,3,0,7,10,0,1,7,4,0.25,43,1.0,1,0.921052632,0.36,1,2,7.4,1,0.6,0,-0.9081086051769336,-0.8125442900701412,-3.6568986134338264,-1.5364307177120795,-0.120947467687955,2.440898423296171,-0.2841917972882171,-0.954879920246086,-1.804892408890716,-0.408104084733531,-1.0088877967527359,-0.24440254881052134,-0.338570380877222,-1.79829070852729,1.9786140880031386,0.8406547317015738,-1.868197226829662,-0.24545057839930828,-0.42155177219704715,1.5660847962078528,1.54362593852775,-1.8432603820521987,-2.544572734057131,0.604397541565801,0.4069430860110729,0.25009981750638566,0.44489130617376327,-1.45892279482001,0.9705351748307506,-3.6466785999800946,0.11916744482929968,-4.166772020723762,0.2568429949337224,-2.3816589659504914,-0.39556057512222403,1.1861866978681521,0.08671154616505224,1.0654074820387367,1.9426298708365868,-1.7571996111155523,-0.49630567415701976,0.09903451846390735,2.075134250296754,-1.4843428520181101,-1.4781093426196206,-0.5230092144249646,-0.11650858673714838,-0.41013210219530577,1.8462387127118056,-2.4513861535811454
4,1,0,3,5,4,1,2,3,0.666666667,17,1.0,1,0.0,0.5,0,0,3.0,1,0.5,0,-0.18751021881014518,-1.761054579950765,-2.18601763960615,0.23193582715423994,-0.7753780095452268,2.350076147239257,-0.18778809971917737,-1.3835110052412023,-0.6049844226949087,0.09593092016390901,0.12527462610712772,-0.28803374113526875,0.39062891552838536,-1.5337728835941769,0.7890682802004132,0.5413780346858045,-0.3011029343583218,1.114441454476353,-0.17697444655751338,1.286831670963137,0.24958226563597047,-1.5890227297344406,-1.8341240364412439,-0.13530213613775974,1.2034668227339598,0.700483230163729,0.42964610757169824,-1.2296346291946034,0.3247357309642472,-2.433645707448157,1.3137346257003306,-2.134256272841015,-0.5871052257355771,-1.0100944336595385,-0.778217812427863,1.7477568448970076,0.23359454453611658,-0.16488063191954133,1.622456575362374,-1.4271915847740884,-0.7198276961554221,0.09086000652878824,1.2881460867998524,-0.22054138232354986,-0.08950960743336915,0.12160827644655238,-0.6764444798268154,0.1094923912718289,2.1623257496069215,-2.160858785031359
20,4,0,26,95,144,2,26,13,0.842105263,433,1.0,0,0.727272727,0.197368421,4,5,20.3,3,1.0,0,-1.6964675734454675,-1.158739296906917,-4.57922711606213,-1.8369132456579347,0.5471239268212876,1.713935101632814,-0.18061823222271553,0.051238059991858646,-2.463154174172104,0.09379980318403708,-2.011533066139936,0.06779511729404965,-0.9805916447274198,-1.037005333102835,2.221449536134348,-0.17405682530929412,-2.8867897522021493,-1.9129250078744187,-0.928015843371369,1.5574561998531686,2.412107068174507,-1.6547038932904237,-3.1156152575774474,0.9319984706590573,-0.2869506070477673,-0.24488994173313736,-0.30981129414916936,-1.9346152306993665,1.7414182696687814,-4.64838783917345,0.7753549888874786,-4.720894349351153,1.88849015758468,-3.888747339612195,-0.11205642699371518,-0.3124160708199577,-0.5345358482713691,1.381378348644601,1.148853420755945,-0.9174209053403343,-0.7718326686795505,-0.22907850399426238,2.1026080482630407,-1.6702236082318325,-2.283069251903363,-1.5786805670484205,0.4580133790547248,-1.146676888487846,1.887778039338914,-2.1098346933072265
3,2,0,8,22,3,2,6,2,2.0,165,0.0,0,0.75,0.666666667,1,3,54.0,15,5.3333,1,-1.5640117400510547,-1.4343946865489912,-4.612298230846538,-1.3982390290423659,1.0429396780023836,1.6324665694079123,-0.11083243657988946,0.5876817459715267,-2.3562072078338647,0.6674425061680694,-2.093668023858814,0.6575818956905669,-1.4235814706039212,-0.37948019019219925,2.572166224922187,-0.2128575512896718,-3.2414082197314307,-1.6135060638654346,-0.9440839099405667,1.1555062126614721,2.9110640615385552,-1.7894125816385988,-3.0691697404762257,1.0012894890699608,-0.18026087455121126,-0.15448188090837728,-0.6601739422149591,-1.8429749054973086,1.6498917585380135,-4.950588910748927,0.9645908427521965,-4.677058894161422,2.6850356675062055,-4.939737883594684,-0.12687813345520788,-1.1326315530226205,-0.825536510484793,0.8324455452497177,0.3370580124044693,0.05700956983526143,-0.7200489807924366,0.1090224193969921,1.5013550497482069,-1.5717289055506518,-2.2449375327340593,-1.9476962065231025,0.3363745058247846,-1.3578343234298274,2.374573427347237,-2.5909458689375673
8,1,0,25,20,22,22,3,6,0.571428571,176,1.0,0,0.0,0.25,0,0,20.875,1,0.75,1,-1.0964078529954056,-1.8612164235334154,-3.991018312588433,-1.8577171309548575,0.43717404751568434,2.0777276641052547,-0.621949877861879,0.18143724768573394,-2.343445666117617,0.4194498465599255,-1.8367894440522001,0.08912902164563316,-0.9244172317086564,-0.9045466721739225,2.153040215445116,-0.029708850831244905,-3.042000148037647,-1.686733279777875,-0.5168040335849013,1.2944497798962329,2.6647263314445775,-1.7781872748455323,-2.848408365389611,0.6410594488193143,0.6896508131322363,-0.03211431078503899,-0.17468368442178916,-1.6106017284534815,1.9378420772701122,-4.234558344707468,0.4194970938639534,-4.419202216602185,1.8674323996641051,-3.5366084207325414,-0.508553431820215,-0.015783041097539013,-0.1277996151598696,1.2967238131313163,1.2577382192917397,-0.9438446515930966,-0.859680130289109,0.10770619944151284,1.4052256762229307,-1.6246628652789261,-1.6566777232040204,-1.0989610478675373,0.14139233443126958,-1.0231113646268302,1.8850172062888575,-2.73682632989236
3,1,0,6,3,3,5,2,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.6866433377986297,-4.582570428079709,-1.8586271330583732,2.863853010123292,-0.8577557287586116,1.5280560001477512,0.4760925890410016,-2.3470122054275557,1.3381534611736965,1.2986851006067293,1.2634708461805442,-0.26963942460715773,0.672115121720911,-2.5419003397403395,-0.7860177229316688,0.27199362172474434,0.1811238873576702,2.5758573844452757,0.3254092276345419,0.34951807447730804,-1.6839530604930464,-1.4084279209031008,-1.7519919158312558,-1.9402307211832945,2.738285370197927,1.6936227154017014,0.27615798801746827,-1.9230585728520744,-0.6091502769448426,-1.4210511245983544,2.4443232755192965,-1.6535110058345248,-0.5585337881821608,0.7542215193474535,-0.8690143011185493,2.8681515352733347,0.9177646120770856,-2.409213624919093,1.3704884377113262,0.24290457049384714,-1.5476556016010947,0.011536409929394722,1.0244062658728554,1.4560340559116542,0.8441375690064025,0.4061081398436583,-1.2615905502291267,0.24474370755233563,3.26797612195358,-1.6039344683584085
1,1,0,0,2,0,0,0,0,2.0,9,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0,0.16966241430844792,-1.591848654386969,-2.130844817371081,0.9622459272513123,-1.1776576892841062,2.551036051417138,0.3682230283532233,-1.348294331255852,-0.46853791748741935,0.1421454074421636,-0.8359367833060831,-0.4681256581513342,0.44840299381366144,-1.1096070976514252,0.5591378109576314,-0.46272280207204025,-0.05778573333341788,0.9539258920125274,-0.7784576283035304,0.8766452152662935,-0.09679829615132748,-1.4968314482915108,-2.762602969925151,0.016741822060080177,1.2077092139550216,0.03138776861443411,-0.2956536360522652,-1.0949114290523718,1.2555336916752,-0.96539567829032,2.3268335019410498,-1.5231728981092507,-0.6150514573862184,-0.34910034153738556,-1.2286103754074187,1.4881054313361703,-0.3120852218887942,0.3037332426002756,1.4523495151888164,-1.8048318282982607,-0.4215019510059556,0.28459479773609253,1.1299849561966668,0.021035363785602303,0.3228994374364257,0.5736241948745483,-1.2826135091174709,0.17650673667262148,2.739772586626959,-1.2313791315128324
6,1,0,9,17,15,2,7,6,2.0,46,0.0,0,0.0,0.333333333,0,0,6.666666667,4,1.3333,2,-0.950616313563003,-1.2645457902933546,-3.5057557706747593,-1.6750560569265123,-0.3914145440701489,2.2604821699129167,-0.1784761817163209,-1.1031234116660404,-1.8333975540391496,-0.23061082871104457,-1.1106522585844836,-0.3717849892644647,-0.4035771122220103,-1.552494369589369,1.2666159845587452,0.5792071046351466,-1.818890003442434,-1.1732458720706738,0.060810460354629316,1.4445401946344,0.7661216199512815,-1.5977826800444892,-2.435285202938925,0.6303235893253465,0.6051702202139269,0.5084789382240108,0.4689360855231994,-1.6012770973664787,1.052624812245693,-2.745999561084191,0.3895164184011782,-3.5553924950060813,-0.1858706266936573,-1.232694684331261,-0.11430701702758744,1.0563835191546362,-0.0016509419631730838,1.0688363307238806,1.8993065803795879,-1.9267620585925356,-0.6396757490545777,-0.2497772540904324,1.7637064787013734,-1.3569172522197919,-1.0918197988237262,-0.3832307137812246,0.12834183151903666,-0.7227880489839524,1.569246357484393,-1.8419805013764958
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.6272445202150124,-3.367237547087004,-1.9143859194278,2.8168976836475017,-0.692878857825191,0.9271788209811241,0.3863083327756895,-1.1713870898222842,1.4930802068370168,1.5894082306341146,1.3363639075485356,0.3203352726758593,1.0125646401836437,-0.9597464124276529,-0.013855021273450546,0.9613684663253507,0.8253816058192384,2.3245962802959306,-0.5011142362078688,0.36145970104539143,-0.21591302244844893,-1.8463452810837517,-0.708450149268633,-0.9766434396682668,1.9468330740550017,1.2635609644046393,-0.06850100385739459,-1.2277791431410752,-0.9719353277486008,-1.950486908333473,2.814224614960128,-0.15838989782349425,-0.1204055711294361,-1.0832156079314939,-1.0693752773363794,0.6091319034870678,-0.1895909430244395,-2.925318749668981,-0.37400000572325526,0.9720598954887658,-0.64715354166613,-0.2542427559417121,-0.2251500676866978,1.6363045393316373,1.2552424485030023,-0.2950087038263819,-0.7833048680783656,-0.15516087125243114,2.9148277311718083,-1.9297387088327984
4,1,0,7,8,6,0,7,3,2.0,22,0.0,0,0.0,0.375,0,0,4.5,1,0.75,0,-0.803170891001346,-1.2863655275106893,-3.146323016664464,-1.4099180529486726,-0.34755626173606674,2.475613958774952,-0.17703316380250972,-1.1381657263542426,-1.1762191898932444,-0.06920670355590824,-0.8716757224863904,-0.6045209519137152,-0.2983450267543608,-1.410748933615626,1.2314442939636063,0.12406378116574625,-1.8184098660256827,-0.20498781527442125,0.355144691956105,1.8429599349357464,0.8239854325021342,-0.6713426713623838,-2.2443929811742787,0.41754374253005005,0.5113204063827562,0.6998093666108499,0.6572019913165514,-1.7808606673765843,1.5471400269483286,-2.7430019012184186,0.5242102587348522,-3.73846090104231,-0.07602073166343669,-1.2224276388134108,-0.043846857928613314,1.8358831373273699,0.5605311489804669,0.9520675675533328,2.7583893776707713,-2.2033780097896147,-0.779324961485786,-0.31657000819057146,2.527715509933796,-1.8393212035186512,-1.545051229668448,-0.17415450583487774,-0.42334091459291384,-0.016474906134807253,1.7099401344199854,-2.1194713121511124
