wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
5,3,0,7,10,0,1,7,4,0.25,43,1.0,1,0.921052632,0.36,1,2,7.4,1,0.6,0,1.9232168949266208,-0.13757962447794955,1.7052346177554198,0.20064978146753046,0.7533206509226202,2.1451646152306636,-0.04156887238825985,0.896552482702958,0.2229594192261633,0.916528733636928,-1.1332974260492272,0.5737808449117942,-0.49303610765400135,-0.9890846270296454,-0.5312954927472088,-0.034651872493777686,-1.1954514033803354,-0.34530036089034116,0.6096054922058995,-0.916401959629892,1.6273030712991863,-0.9244913634065131,-0.3196363281312928,1.9288923281534414,-0.2239092504641565,2.819510963766489,0.7452084877390964,-0.04243088487104206,0.44299346685319557,0.3420118233159171,-1.63846696011193,-1.1928190846086673,-0.13690411849912337,0.8452126351782805,-1.1532979577991729,1.5987894596107526,-0.2333883804534627,1.0492081385566563,0.681184788712763,-1.6139178410164603,0.18182069349691665,-1.3039562805255982,2.204518615968696,-0.43105462864849053,-1.6924698318011095,-0.42734138740088934,1.2972372661927325,-0.9849593213293363,-1.5226717317959064,-0.021560636867402606
4,1,0,3,5,4,1,2,3,0.666666667,17,1.0,1,0.0,0.5,0,0,3.0,1,0.5,0,1.5054009389401322,-0.23925192282136606,1.6537238243163344,-0.2959359970811682,0.32281394253042156,0.8670584754225823,0.3047705865121453,0.26850236578417186,0.8905871834514558,0.6630861429695799,-0.9023385688894827,0.9310695464914351,-0.22513296504621394,-0.3694114755854827,-0.017186783115620333,0.6802977974641401,-0.5673375338755119,-0.7033327106584623,0.6553913036897326,0.23897362242237552,0.9928840187663804,0.8583363254303624,-0.6403154426438679,0.6701608301378527,0.7701003808539907,1.3961900111040217,0.9707613536071467,-0.8249778483580857,0.4292952388365704,-0.5061376986809893,-1.193024193239345,-1.349946688378943,0.6343115069227119,1.2939536083461418,-1.3110627128435746,1.074885448297588,-0.49955505256842636,0.12264892538801396,0.11622672513429953,-1.2134062276084352,0.3653903946629326,-1.26958801292013,1.5369568267515226,-0.7241226614258962,-0.8544445173730711,-0.21885758398358607,1.003967949357142,-1.0526404742602242,-1.4207303458020235,0.2399339827941198
20,4,0,26,95,144,2,26,13,0.842105263,433,1.0,0,0.727272727,0.19736842100000002,4,5,20.3,3,1.0,0,1.568988479354465,-0.6982966308112125,2.790378275004675,0.9275708076912088,1.2495045632337585,2.052459992983087,-0.9287984867073177,1.1385010332409693,-0.9221410336263043,1.228356398801061,-0.8325349306559247,-0.5887522267311297,-0.6286859939122211,-1.2071973483201488,-0.354890058937744,-0.41372764406141616,-2.48123815297294,-0.24107262928620043,0.4579548635736393,-1.1643994085287133,1.188713691103473,-1.3536517641286105,0.19270987752921287,2.4610705221088,-0.6980820437515208,3.9014024691791236,-0.08343811907534536,1.241222399202992,0.9748335973427078,1.1234297767773074,-0.9141103914151576,-0.993443398704865,-1.0878344269651887,0.9540199386029123,-1.1801848766222625,1.5586442380615366,0.5084227831221662,1.2434529780618144,0.7917019749544443,-0.7494724394609618,0.32480976525128563,-1.2090969016644901,2.7004741485675217,-0.10402752031870068,-1.8752086818846434,-0.7646976383311456,0.6968292310590228,-0.8459074653857491,-1.4285227375196707,-0.12992537413012906
3,2,0,8,22,3,2,6,2,2.0,165,0.0,0,0.75,0.666666667,1,3,54.0,15,5.3333,1,1.2426059107500516,-1.3808566420165096,3.2746603584002134,0.9582380262965157,0.8757100634528288,1.8946554103370234,-1.189143717782026,1.1843736205419648,-1.1737959539955145,0.8125708797863737,-0.6425636873753993,-0.6874585443159621,-0.9790187379625159,-1.2045277769409626,-0.31709532514697913,0.01754314510817049,-3.078309783551905,-0.46264226182275825,0.06182293122517647,-0.8951249150869245,0.7573772989957459,-1.0698950477496576,0.11445012353384325,2.497478319930395,-0.755743547748363,4.729866433113371,-0.47597105979247617,1.4809344104098277,1.0947735184211902,1.2609976261073532,-0.45546333683932905,-1.0843227604244343,-1.158412909351697,1.1802534732458785,-1.1351758263430667,1.1404957118714187,1.4886464294072952,1.046987489801401,0.9910525926216075,-0.46168050884113654,0.25664584123753226,-1.1377673654602083,2.577605172383076,0.1609821539927576,-2.5008366754239604,-1.1514793257030531,0.8721367325020023,-0.40788689294428976,-1.028638241371341,-0.029078849066842414
8,1,0,25,20,22,22,3,6,0.571428571,176,1.0,0,0.0,0.25,0,0,20.875,1,0.75,1,1.6798303606097806,-0.883249612670584,2.4532231542795455,0.7013921518275681,1.1051370694713278,2.1280439044240085,-0.73983937178316,0.30407959943115415,-0.2469626887804591,0.6577436108496383,-0.5160329246462972,-0.7877792518393685,-0.621948499092795,-0.8758505766379694,-0.19493688804302356,-0.2361911618184856,-2.3382788046176155,-0.4450242773229223,-0.06531359384711119,-0.9504246824398761,1.2022991294576921,-0.9924461732761548,0.06372511266673157,2.0440640076732777,-0.520234136312405,4.121447939071881,-0.0038825228398497265,0.6168010839793342,0.7758506755502673,1.1379415992282282,-0.621380899747023,-0.8752300985182507,-0.6722463371081675,0.9377287504290565,-1.1604154020367583,1.3943047319065138,0.66672015139618,0.9622535621382458,0.7340637678692704,-1.2777442027775998,0.34074488491126975,-1.4202075540783772,2.7009449432080785,-0.07106651473034858,-2.3738149532459847,-0.5696637165692319,1.3309657993622885,-0.9191614135943386,-1.6598940786521674,-0.0963832641469431
3,1,0,6,3,3,5,2,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,1.385721982040356,-0.8778489753211913,2.000467462989967,-0.9446706623512559,-0.7571460743018881,0.42898696503574896,0.8998859427903433,-0.8621274014535295,2.2711963399118464,0.5417770672368623,-0.3356632165601044,0.42261946545004153,-0.5858375457957994,0.5022104596378022,-0.5633306439008651,2.9342198631888645,-0.402405191636536,0.09395486518410359,1.141380608240359,2.5329004277063665,0.21502164894168072,2.8614657155372374,-1.2424902271273746,-0.7161197896790149,2.1258954249967843,0.10858101218050822,0.18930782601064028,-1.8410835802813905,0.30850247501839645,-1.5525471214757323,0.3228207517545237,-1.8519704485979191,1.6716506727485982,1.9073250881712451,-1.810926865554783,-0.324355894994034,-1.7150034403233507,-1.164458289905668,0.0519429175183177,-0.9685796201727245,0.3481490014082492,-1.8133332224156664,1.2747249778878311,-0.37474202866048745,0.2803654773862556,-0.21228320918587404,0.6172555267934546,-1.1678810093421923,-3.451446798891912,0.07414667792195931
1,1,0,0,2,0,0,0,0,2.0,9,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0,1.185185337134298,0.05043972354005511,1.8963305217875728,-0.8959583846664051,1.1051139137434125,-0.2965801112243057,0.4094987987061325,-0.026394242999199936,1.1674061500177824,1.0948853197355453,-0.5279903405599988,0.680015349737969,0.0323766521503415,-0.1747258230766954,0.36672507275084704,0.5120119016482775,-0.6489930638821961,-1.421950669655974,0.9073666799713439,0.20342960901542387,1.0023012400987055,1.167927997505004,-0.6025363679162699,0.17227590153391412,0.8919354293495083,1.2612886696499852,1.2322824978733964,-0.5363817699565654,1.1708454937680108,-0.2780764132456582,-0.4916875645911747,-1.6353299572768143,-0.1710501892257343,0.9253748729673247,-1.193570767009276,1.156733133904516,-0.15185318420104746,-0.22882603708296723,0.4591285717165075,-1.0509922890630377,0.21870698815346415,-1.2082412561438698,1.972107551601331,-0.5869726274500435,-0.5497197482194871,-0.14727168416945974,1.0061122829567863,-1.6070618153200151,-1.0110202415027045,0.06603834702139891
6,1,0,9,17,15,2,7,6,2.0,46,0.0,0,0.0,0.333333333,0,0,6.666666667,4,1.3333,2,1.677640816530174,0.02444002235619773,1.410662517518548,0.42591188450251966,1.2114157104794243,1.7663178575619747,-0.0028962165651765705,0.2687514281828046,0.18403702941216538,1.5245221989111108,-1.023839580137664,0.3455107785367937,-0.201015517762171,-0.6623392212042404,-0.17579033089064947,-0.769796981792969,-1.2454323833666399,-0.6090023673636448,0.35150292367948677,-1.0899564672344038,1.59728182580553,-0.8411935703956214,-0.45452640154278573,1.3644812058706977,0.3839318906000435,2.442446152420815,1.015469352183382,0.26776470983070383,-0.07455484231755614,0.2987452040450201,-1.266927578943876,-0.9733789469035063,-0.2112030411321142,0.9229661585715053,-1.3126601725662705,1.5248827754502368,-0.5367017012773587,0.5983465410168008,0.12211426357900357,-1.4914478228461558,0.27393085434756076,-1.3907960357439306,2.585343110326007,-0.25509048148422375,-1.035832057630079,-0.16223185338182194,0.8156748696640738,-1.2783946391871972,-1.9566433151612839,-0.07412258643708414
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.28923263344196015,-1.5992823306451895,1.8524222539763817,-0.7116228935141478,-1.0259278174851416,-0.31068955258920095,0.21532885372656788,-0.506663203869553,1.017002566606236,0.21728936358930281,-0.3618226997020685,1.8581234477839017,-0.7165858307132457,0.7118881949480285,0.043250104220859814,1.8475978848561407,-1.577520711997352,-1.4250342655735224,0.633205994894701,1.8653500455079004,-0.43865047185964323,2.8565568006213176,-1.158912755848893,-0.14728410230483718,1.9659634056971274,0.593440633710927,0.03711837782755105,-0.32046614821168967,0.4465914144286958,-0.9955083791752012,-0.7328276460042246,-2.0413248909057233,1.2409290664753587,2.664923526360529,-1.5078752293981594,-0.2954319579488919,0.5697810799277612,-0.8002488985988289,-0.38950745614801613,0.019502715260757912,0.47224193882763393,-0.5662337715891659,0.10565546901150069,-0.4877612512479299,-0.7775553739872689,-1.0742738770939255,0.34781519749767803,-0.10297767749368168,-0.6025826751516716,0.512838783602454
4,1,0,7,8,6,0,7,3,2.0,22,0.0,0,0.0,0.375,0,0,4.5,1,0.75,0,2.079723109842639,0.5793619729415345,1.3222322555997605,0.14745296684449155,1.2255444440322698,2.0658579375508364,-0.20550248229636392,0.24402809590736235,0.2361369378615037,1.286564214960736,-1.1418267961903998,0.014673989346909718,-0.17684040114069974,-1.0736769871384853,-0.4225529865091,0.156828505330882,-0.7533812027270184,-0.06002614556854794,0.10066381691776449,-0.6585048595709282,1.5521279868098048,-0.2338556175475824,-0.21358682034641072,1.252720442104171,-0.02472888093896714,2.6282028711160446,0.5764615869530562,-0.5018768913033963,0.04827718956438139,-0.02422519790467033,-1.3670099102610394,-1.0592065210690464,-0.10592786349530309,0.7602418821539468,-1.4548993309005234,1.829566654862873,-1.3083825187921563,0.8332233142009152,0.6817250548577508,-1.580817939777808,0.20583910586947762,-1.0952864512825182,2.1461373372008663,-0.27271216192242803,-0.7376561596930223,0.37076945213485024,1.0606125199587133,-1.4291654097025175,-2.05909705477099,0.054709720669744354
10,1,0,11,20,45,1,10,9,2.0,52,0.0,0,0.0,0.15,0,0,4.2,1,0.9,3,2.034720734825793,0.010830222940097216,2.2578786985483315,0.8534742941135556,1.41092043310832,2.181754633761139,-0.803589847190091,0.9750062417832269,-0.7334238823832473,1.469430310447519,-1.1326424544641405,-0.2949814920520372,-0.17067047840047253,-1.5833218332738968,-0.5921871108415355,-0.5037362814526886,-1.2278909614745335,-0.03479808835469775,0.5769837242824262,-1.0709798054957378,1.3336195329256153,-1.0280985637084261,0.09883248626200222,1.835074950593408,-0.42873112536394187,3.146460266886966,0.24103738145903297,0.22413556000301835,0.6421471788436237,0.5193989786118646,-1.1308631429598037,-1.0554466497069401,-0.7291400434165287,0.8289596120979322,-1.6460058745340718,2.0392098910484693,-0.7433837804498183,1.0105297253226189,1.049269855184603,-1.4464270047327754,0.26265983620741873,-1.1331473784373292,3.2441507046394946,-0.42665699967945736,-1.0200454227593732,0.15244020234918984,0.8302436030757276,-1.5008853013016612,-2.119453832395698,0.16875719636193
10,3,0,10,33,25,3,10,7,0.222222222,165,1.0,1,0.833333333,0.3,2,3,15.4,3,0.9,0,1.4102283952513777,-0.8089808315034773,3.0774431452183366,0.9183957557809224,1.0018876532104126,1.932316150759037,-1.0077307356757736,1.3454452946902742,-1.078478291611802,1.1105689581044949,-0.8392063928880279,-0.43386247494269403,-0.4704106222100483,-1.448068280366556,-0.6575837762102466,-0.7018439573734262,-2.3040192341277024,-0.6682717585666315,0.7389653949520745,-0.8809930364439496,0.7943134291742987,-1.342463339054154,0.39760858200620874,2.5590403784842466,-0.4429945549529258,3.495168274215807,-0.05778489934251248,1.2613407616222285,1.0603879288000937,1.0499882091663775,-0.7468439323421512,-1.055304191877474,-1.1511737537301496,0.9080650437511434,-1.6978095158336697,1.4819721201945442,0.6264085748091347,1.1294898052066111,1.0404936556960465,-0.6978615869478515,0.24712964480377134,-1.0183981760408183,2.945506861573342,-0.45188242116875277,-1.6576261646609984,-0.8129946236978566,0.5931181631389983,-0.81119276226544,-1.4448676871405666,0.2710920407473022
