 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
17,3,10,7,55,0,2,0,170.0,11.0,44,2,0,0.0,11,59.0,29.0,1, ,-0.8350253938152422,2.024844853692011,1.112155167331489,-0.1883062594733339,1.0468880558170555,0.14114780611280875,1.8338965166038799,-0.8153672320684959,-1.851032119803993,-0.9853374112277302,1.0652856994445163,3.3528122722158957,-0.8438920345367252,0.6015091484872622,1.701119891502126,1.1149575792793844,-0.26501872629039597,-0.6921233566899602,1.0479439157244703,1.6575544181305384,-0.8630358825776384,1.0461320395716847,0.12715993116773738,0.6891080876278158,0.15801013495261843,0.6782589190084002,-0.9980293634067213,0.17465462912007335,-0.8067090546813457,-0.4794418785565047,-1.0549261732301072,-0.042161656358456284,0.5590412550744578,0.3507941919869499,-0.38916993326617866,-0.6114213422022772,-1.018773735003193,-1.3523992382906649,0.70980865281879,0.6812166073849422,-0.16136966465945204,0.2963763743773044,0.3301318763278539,0.11639382211049826,-0.37680900720774735,0.1256755407237867,1.7798539651123402,1.3459342052515741,2.2382935616709805,-0.8718651059312864,0.4081877110464721,0.1406584932151793,-2.5054899575222587,-0.9298674232933234,-0.1634998838388379,-0.312964488058044,-1.6009802800120247,-0.8789448381491186,1.4110457751309906,-0.42500795163099225,0.24701944166349668,-0.9378723119241262,-0.34410295603887603,-0.003305716555003992,0.9687172063675399,-1.2767622127047162,0.9941722107509083,0.19631624303447254,-0.5236157262178297,-0.976460733747305,-1.357329468531763,-0.06837082946744498,0.12058934607724163,-1.0627980519072084,-0.8604395494631343,-0.5199747025257455,-0.5802836802931431,0.8666880147175844,-1.094458857521757,1.308156889746027,0.8910996901686574,-0.30229809425252374,0.5847242462946076,-2.3211583535060814,0.07655131579221383,1.1608861051052655,-0.8895016121754966,1.8459681612327246,-0.8355258372867648,-0.9653606806378584,-2.5791362397819815,0.2587841573298203,0.6487578232673105,-0.3623386353819496,0.766790443128286,-0.49588110452766243,-0.1659519268207911,-0.28796733393212653,-0.6962054562307542,0.43253970102742106
34,1,9,27,2415,0,60,0,829.0,70.0,9,25,11,19.0,0,263.0,177.0,2, ,-0.5834208373745937,1.888922892727455,0.7906104619491159,-0.06514906826665237,0.9083893275716591,0.030966185571985973,1.7044039895857948,-1.1249775888044415,-1.7941689714249631,-0.8158933475014032,1.0459580536229751,3.1765345197312955,-1.031809192252757,0.6104442212976022,1.6276708002272622,0.9306248177728628,-0.21419217377464247,-0.4951855357714056,0.8495192677285734,1.1288686950309244,-0.8200553168320084,0.6850051149415333,0.20851478296528167,0.3742138403234913,0.09992555280945573,0.5373661578402639,-0.8293705813868902,-0.0038626201311866494,-0.6978704142258009,-0.5527267458889388,-0.8604716584052289,-0.15118732444529476,0.5381579054440329,0.22687253510152794,-0.033974500595282855,-0.6391493916157012,-0.8799791830827198,-1.3452072817657683,0.30933658900938427,0.6869096241237521,-0.16198268621165055,0.40679703958104585,0.23459729037463362,0.30640351337519206,-0.2758186343005218,0.30017682555392,1.4861524589528576,1.3066352810036335,1.8245491167781487,-0.6297230761622469,0.2788761904703767,0.07493586112645127,-2.1740436327893544,-0.9036320905482214,0.04677063048546402,-0.2939518749156576,-1.6362446843831175,-0.9459162788838248,1.41238040212004,-0.4920473960785176,0.2854042403922723,-0.7791500528664294,-0.22751911575612913,-0.08039381272386832,1.37748988075437,-0.9519138216903015,0.7869345817615135,0.14245170001848903,-0.5401997045159024,-0.8100225544992757,-1.0856877895287913,0.04468077885437617,0.3082260691281375,-0.5113489100215927,-0.5686902788680734,-0.574796675112439,-0.44834217224729916,0.8485580992451444,-1.08527200583276,1.0217841557158425,1.2036078148728602,-0.47835787702123994,0.31999996354511345,-2.2014739513304145,0.12540703893054675,1.0950026960693406,-1.0432951314407566,1.8605152962643712,-0.4130094296909144,-0.7414615051351133,-2.4291615765150816,0.2694624983131663,0.6308407073400207,-0.3742798073768009,0.6545177858896662,-0.5088568770184221,-0.0033633460588659027,-0.15273214799116705,-0.6310192469726036,0.5800685617532583
179,1,174,5,120,0,6,0,138.0,16.0,18,5,0,1.0,16,99.0,46.0,0, ,0.44574863140669724,1.5652093657535053,0.03457246037428117,0.11107426585467535,0.5384786458911621,-0.36446260707518136,0.5204868953693559,-1.5677127882770419,-1.2892607776048086,-0.7617196554124203,0.4696080059091741,1.5020881269530182,-1.7189535951982777,0.48979439614095793,0.8465023814235692,0.5446048543895678,-0.4172278294104534,-0.35765636902501535,-0.0053855857292852425,0.2612027995491641,-0.021640255103659772,0.8184837585114388,0.8091606978523429,0.5847789893374831,-0.2505767275594688,-0.48199920589865086,-0.5223569965672853,-0.01110431409521489,0.2811596263821458,-0.6818361167158052,-0.2630477539975882,-0.09996167117546095,-0.1444200438966236,0.1784113350325981,-0.4731265952967023,-0.5034932231107161,-0.3293099922582389,-1.0763957589765012,0.19884133884201152,0.5760846694999711,-0.08092227071721396,0.6091230381639441,0.020342481084452493,0.29497672395053653,-0.7315814158907172,0.29727899025681925,0.2553169454203637,1.11402823031028,1.19913700384345,-0.15701864954024597,-0.5839437741096907,0.8346013764184368,-1.463981848334089,-0.49592364905835684,-0.19551001910181326,-0.5894104486344881,-1.4175452116354772,-0.6028609383485408,1.5196629246128732,-0.7886161527638468,0.49143350450560114,-0.9651923680665083,0.3471824068129666,-0.16524820335585233,0.9664009805571053,-0.8631716760494587,1.737021125523446,0.01189666433290078,-0.8980226185418568,-0.637675830293426,0.006615250259639817,-0.6652853677766013,0.09965514073330105,0.7166679605357875,-0.5294306035515176,-0.2461083378794589,-0.1969209255913337,0.7006139361315019,-0.4611129698543242,0.46106262743060317,0.745578379191994,0.3324112761481605,0.6050376207083272,-1.4949147354170107,-0.15961584262475095,0.7767369625947197,-0.18055255151729577,-0.19257145330878775,-0.21591653714071005,-0.029048797585868376,-1.2639426113553078,0.1712000537930857,0.3777312948251662,0.2367928063981014,0.4407845932212136,-0.22828716165797497,0.259781982892381,-0.21179268111622054,-0.6773067264241363,0.5508416980084434
5,1,1,4,3,0,7,0,40.0,3.0,11,7,0,0.0,3,12.0,10.0,0, ,-0.889095418937283,1.9879776721699893,0.7588144384144763,0.08027334731196291,0.9094014930723456,0.08134756092918093,1.9013982073416096,-0.9463750119685538,-1.7367179619385973,-0.9981309204152611,1.008723195787324,3.3601165718320516,-1.0148058267661353,0.49290566436877803,1.6626658843114859,0.9998987153551515,-0.2880899642583951,-0.6066732913558462,0.803689520031575,1.1476999005459532,-0.8717910036741341,0.6566874919951552,-0.031414896239257376,0.47123749314301644,0.16630583159552434,0.8208330768664102,-0.8915958730984809,0.09295654684735254,-0.8244333410730029,-0.6383255331916508,-0.8627249175787696,0.0252476598900231,0.6277159892014625,0.23743614678873,-0.10579470898714428,-0.6685716286990407,-1.0039931993708002,-1.349166820996562,0.3891949066639238,0.7537357027485296,-0.2128108683090818,0.42384364272829594,0.24246626406820904,0.26855873618100856,-0.21479759898929845,0.2600407901955241,1.6007834039630087,1.416682110462464,1.9517690187326096,-0.6688908869372887,0.41451952248641655,0.16357493939300258,-2.2772531054665897,-1.0100674338098155,0.26165041601605865,-0.27637836095803103,-1.670107519047809,-0.8992908634948157,1.1605508562190976,-0.5010845017175272,0.20670781444773512,-0.8771865728336062,-0.330549387982451,0.007359120418276404,1.4613881211273971,-1.1124478366979396,0.7567655811441341,-0.07105089309576053,-0.6048846184279338,-0.8972420849793694,-1.156358019452822,-0.09118733999574136,0.42546100903102907,-0.6045893514630385,-0.6626664528152094,-0.7420568304059215,-0.43060747805228605,0.8693199687324981,-1.2775838049357504,1.0775645319227358,1.158770901732964,-0.4871785884285607,0.3676550603666451,-2.2817602763565947,0.05466886903478554,1.3703258694754885,-1.043061179764248,1.976111648689777,-0.5027322134569125,-0.8158691795878407,-2.4987115785386003,0.45010883889964126,0.4770649076655374,-0.5587778616454526,0.6064993503400524,-0.44456002837326464,-0.021252835412762464,-0.2240756471951662,-0.683396648870221,0.5460524840841957
5,1,0,5,0,0,0,0,19.0,1.0,10,0,0,0.0,1,7.0,3.0,0, ,1.1059104372683821,1.470409594814648,-0.3764794548885025,0.6782660096475553,0.6267863628578045,-0.575466198885315,0.22674369501630978,-1.6577076850486754,-0.8246247371183283,-0.9865527265230128,0.4052050735091424,1.7798787443906734,-1.5277023204139886,0.6956650219618911,0.8665958383052018,0.6535647004017842,-0.46887862827947346,0.02227876127701495,0.06554163659742068,0.2666949984878316,-0.01645300597295823,0.8050327679325591,1.0107302918859218,0.6192796486383881,0.364365835497906,-0.5987038095957815,-0.6097149134241469,0.5036497860163573,0.34236577016519315,-0.884296331960076,-0.8673993654047841,-0.185230331389359,-0.7486064921874094,0.14812621158456804,-0.36940661735628805,-0.8230219071202639,-0.5676042378616233,-1.4776219446354528,-0.2513981547384645,0.5439255012636268,-0.27904695166842286,0.41807717385562604,-0.09091181022962332,0.3582751964993333,-1.319208327620116,0.3064392689227016,-0.07592082181741648,1.375168984315326,1.6198281312491007,0.3730982414105551,-0.7350223142335207,0.7619531002206498,-1.3208442025762,-0.527785663025558,-0.48445864903477637,-0.37155302703471277,-1.1067917032400327,-0.3448541862197584,2.120642315614918,-1.574387149086621,0.9384635214078493,-1.166461948785187,0.6414251438513863,0.08121622666921001,1.3161613182047052,-0.8566398202348031,1.7763660959058998,-0.4830394959738038,-0.9329255302241872,-1.0729817529259906,0.4773529913670677,-1.311941364975116,0.1608009864791678,0.6568966951671379,0.31541179691435584,-0.06926285024682936,-0.3691106935811925,0.44797095775308116,-0.4714169675761316,0.23607481060979765,1.0145994685017659,1.0321293270150826,0.025818458744047007,-2.026877871298242,-0.24115124104170488,0.7539307184948959,-0.12771746897061825,-0.6436479401285597,0.4615781839596191,-0.4091230065279224,-1.5253903264377127,-0.21688150385087016,0.4716913336441141,0.10147642639030448,0.25972812418630425,-0.3212333645634274,0.22962124189778535,-0.6490028466869319,-0.448859734088471,0.46943409327817265
128,1,122,6,465,0,11,0,240.0,31.0,18,3,4,7.0,27,72.0,66.0,0, ,0.6579155032908034,1.016163318268469,-0.6669440063119836,0.5338223791137457,0.4424812480003005,-0.6584920195379945,-0.1044739288135521,-1.973820787272883,-0.9963875532074694,-0.46446736593435056,0.11214607385014852,0.7453885737457995,-2.2155606102024996,0.37529645236712267,0.44034133732652353,0.25610516997345767,-0.5927124998804875,-0.32195302967416894,-0.3448957797391392,-0.6030974964199163,0.2751206786428377,0.47315538584908995,0.9890513599367334,-0.0006645917188814155,-0.17025026143805103,-0.7892896541647028,-0.10381816597392485,-0.23451028577663696,0.7598047578343364,-0.8526251556864748,-0.013357712864670046,-0.029283383339385037,-0.41343357100023465,-0.02807854137280306,-0.21861741220468295,-0.43897062105792123,0.050099862001170926,-0.8815580471859172,0.061165929172525044,0.3914872320872505,-0.15862171220074045,0.7998432649763727,-0.3349560605478904,0.2269392591358271,-0.7327921374925317,0.5409535210631735,-0.691837927181876,1.0891717484446652,0.4271387819573815,0.1478580441807764,-0.9836353407410693,1.1891006737910754,-0.7649681187105086,-0.2186980127380366,-0.0561154941988695,-0.6359784737346732,-1.379097442296006,-0.17472099489875442,1.3383530123047203,-0.9677054652859725,0.8250513622556005,-0.8435768632133777,0.6612146672925563,-0.10444861955722189,1.1720606667883016,-0.26670727158849716,1.8893408407210226,-0.22575946925067347,-1.2052926155598447,-0.2627791628278788,0.6429261793870253,-0.9805117625768133,0.031511580680413445,1.4819750088621626,0.05358441114157771,-0.20236074464019635,0.1748980607440743,0.6121668746871045,0.001840379236746477,-0.2980124615227277,1.041427081751534,0.6152884751919446,0.31488917149473766,-0.963476599507364,-0.2362972056932711,0.5392281237253995,-0.1089632788354742,-0.8438182691266543,0.20746288245033026,0.41983232222302347,-0.6220749058384337,0.14857283955770492,0.43565757447879183,0.24964226653884328,-0.07455977286724791,-0.07868654784321791,0.7141499719028618,-0.06795251327338174,-0.6795664138215297,0.7280306639882903
0,2,0,0,0,0,1,2,4.0,1.0,19,0,0,1.0,1,1.0,1.0,0, ,-0.0871741824284215,1.21070469807352,-0.2569934984935549,0.27772190676718556,0.763922112421705,-0.32366728209712625,0.7501699104573449,-1.4730302648433453,-1.490895400730328,-0.7131419788455364,0.4886396085593155,1.4789485207837447,-1.5857727937688362,0.37145122996340835,0.7518586829359725,0.5980626238732384,-0.4230625968133698,-0.5394841066326556,0.09523644282642826,0.3484456381192862,-0.28095421302652035,0.6123500792607317,0.7210730615585805,0.20216741389708612,-0.12765408612165985,-0.41529719037744467,-0.45991027563534875,-0.2658927765313736,0.1664920607659774,-0.6954094941556291,-0.2789678340819389,-0.11188313112811088,0.004751852996518311,0.12094339229013024,-0.30097330965536323,-0.5254591162556733,-0.4437178816712631,-0.8923919649306993,0.28930725358489645,0.42214425520397547,-0.23923967529982734,0.817328523812058,-0.10350966944624576,0.38335187568769913,-0.5511182724615191,0.441532392685587,0.1875236177938149,1.1894102463422764,0.8612742182456679,-0.21380219166550238,-0.46279778189760196,0.8800144877794676,-1.3849065329821757,-0.4255957790614545,-0.06917230630588429,-0.5475897935340432,-1.510430463037097,-0.28451433774800206,1.329075122932376,-0.8025776417941239,0.697657270277646,-0.6111292196073869,0.14769475994974055,-0.14006812886289338,0.957585790005024,-0.39507050500812313,1.5811400313214183,0.15418983587974092,-0.9211383573789762,-0.43451290102618034,-0.17562955685018458,-0.671218590997787,0.013572510394944186,0.3977847569219835,-0.3294259714774122,-0.17207412794507668,0.08431070268731956,0.5608095784284466,-0.32301465118230815,0.28500548780335977,0.9475492922022473,-0.02770987487174107,0.4104885711451222,-1.1737596256201945,-0.03599805113510792,0.6446429366065168,-0.4537845638483433,0.15503144612807443,-0.16508770984324447,0.06507239773169253,-1.2654398257717678,0.3354384181015461,0.6058833294078109,-0.047874200213514684,0.24968839057176692,-0.1707888954747391,0.3533494202517061,-0.10562274011309596,-0.7441490756836285,0.5310678790208309
1,2,0,1,21,0,8,6,345.0,7.0,35,8,6,0.0,1,32.0,51.0,0, ,-0.6235152560092259,2.487022719943583,1.0992545653513808,-0.6035482596595081,1.0323436184264667,0.2786480066838461,1.9805093873069124,-1.2975180991781012,-1.522829346924597,-1.4933502923635296,1.4267687549449246,3.9830195707656224,-0.9058049317992698,0.7144145700653958,1.9820730154816193,1.2719919758406,0.02257758345021357,-0.42094732760488324,1.2774207624701988,1.5020961955219954,-1.056327769232789,0.7090728178680321,0.4711669813866199,0.33126699846517965,0.12053318884547716,1.3796677199511949,-0.8469147430336059,0.13605944394222882,-1.173560024882684,-0.8679044664864034,-1.4016031653164396,-0.2840820891191152,0.5256008578545636,0.5608738886141026,0.15769019977593096,-0.6054925677309938,-1.137136938894472,-1.551370725456033,0.11963804273311467,1.0644446461032024,-0.4734491322830409,0.578148704543555,0.29001210991922066,0.4148971464917956,0.19024368228469926,0.28720740894754176,1.8620806155363119,1.4084775714667463,2.379246461567056,-0.5709553434450607,1.0267358406588143,-0.4397262905586414,-2.8564831471480074,-1.4458051480843495,0.05488979171096535,-0.05246837449543287,-1.7638957764564531,-1.2009147605080053,1.5063520907764223,-0.8418864458104373,-0.4130697994973891,-0.3699020394543369,-0.015476734035351387,-0.45022941582591103,1.677135306744279,-1.8784672623721823,0.8904681332864343,0.24714618779240027,-0.29162950423965706,-0.9974458912166326,-1.5864527178376353,0.5059299329463941,1.0864455991156627,-0.5897539237029163,-0.6575610212275594,-0.45155287012513384,-0.3751393839237382,0.9388461273729868,-1.3496380317181667,1.6982191520579353,1.6305151267545146,-0.6600782073582232,0.01827443930080708,-2.726064396413473,-0.10775210796704013,1.717430266524363,-1.0029740684848425,2.843175599392405,-0.6056143255636443,-0.17973438599302735,-3.110377813306666,0.41390687749465355,1.0617676849644746,-0.9524125439422695,0.8562124450159737,-0.7981479293871848,-0.2541561851888782,-0.42379807876634856,-0.8245102715350998,0.4592911478790306
6,1,4,2,21,0,18,0,44.0,7.0,18,4,0,1.0,7,20.0,13.0,1, ,-0.4617225247769272,1.9527753999710655,0.4591486522331232,-0.34350131286408286,0.8042951151868478,-0.1558276044881114,1.2927112821361462,-1.240491382836764,-1.385705340354989,-1.2703844427306232,1.0448263815905354,3.1443854775464177,-1.2237769820467426,0.5883376180570337,1.4207497071881212,1.0887432475947736,-0.3115605004736576,-0.6680714967721971,0.722697003395757,1.09044514288155,-0.5932858713809186,0.9345254240415082,0.49163687294996794,0.38149680660719054,0.1216988446107584,0.5764505385655068,-0.7395643269322213,0.13680793397985586,-0.3621384548517543,-0.8085794692608719,-0.8791352389785158,-0.2810423826342832,0.23150668573541336,0.05100241244232,-0.06114324350128616,-0.43010703199795447,-0.8894504325364075,-1.278961733222852,0.2810251513896869,0.6773063435710273,-0.3131220898825812,0.599817342397251,0.09200678502120299,0.3797023075770375,-0.43975399992239006,0.026233564094569263,1.144798745008802,1.3432101233367915,1.7970418596882172,-0.6570828507962067,0.27130906093805135,0.32618874999193304,-2.303807936603116,-0.967171321853463,0.017196332151759548,-0.4153333765488148,-1.732545448570635,-0.7336233350387261,1.4842042608174149,-1.0132755226967172,0.041431191776970556,-0.4838840115497336,-0.045717791957014996,-0.42025226787212777,1.1022886184124092,-1.231680703710433,1.2957656436242164,0.1422381427033994,-0.5138794922002955,-0.8097728162204074,-1.082436203279262,-0.3573094143100248,0.27161873984579715,-0.40107768712370184,-0.637195242753147,-0.6627449503697306,-0.3425811923600971,0.7456939300282586,-0.9443689486762027,1.2265240804994666,1.2757855410106589,0.041547836390385326,0.15931319285887138,-2.276853225623677,-0.2685820261373842,1.2809013024919567,-0.6873768771714237,1.4561239171871647,-0.6112073566475437,-0.3738192038511723,-2.481949706415686,0.3580932438887303,0.635814143779671,-0.6072986271016689,0.5321290124086849,-0.38568293809430454,-0.0001275035128109988,-0.5861975885368493,-0.905700531744562,0.28769907304620557
16,2,13,3,231,3,16,0,182.0,22.0,41,0,0,0.0,20,57.0,60.0,0, ,0.09933574815875325,1.7503174673860795,0.3458852301852816,-0.04719734304773828,0.6274858074959622,0.06901566444530549,0.8215828689368614,-1.488665275584113,-1.2380157166391481,-0.9458934660248717,0.616635303151342,2.2928351294679676,-1.328585576114226,0.5079004238906151,1.187640683067639,0.6722333230954916,-0.2581822923339503,-0.5476765587223585,0.47236167905387155,0.5437510936151284,-0.3350119825921109,0.4488214733394964,0.6984506495271451,0.06116877505801512,-0.06267474992108718,0.23270719671585932,-0.4798578050329562,0.09165545602223452,0.04455597064187885,-0.8457815442285658,-0.4532322450651302,-0.0568954148113335,0.07883757170218683,0.2414652040516756,-0.06429271269124802,-0.4965246385652369,-0.6189255969007621,-1.1477928483904234,0.38806063749642955,0.7060320104218805,-0.5185757031395463,0.6034127732602227,-0.006744581087495912,-0.02159137508936749,-0.4792804914568556,0.16330133274908232,0.5862410767423528,1.0962108575560867,1.2928538806054855,-0.5252725817104689,-0.1098414216964634,0.7826299942639706,-1.7724784702448502,-0.5815361265778042,-0.05921111390508312,-0.49411939669370836,-1.2176560028177763,-0.6409108886833973,1.5448744057253478,-0.7258165134129535,0.27145586501481545,-0.5557647804488991,0.33187833480917694,-0.09293595525386443,1.0075771188597293,-1.044846454940698,1.440045186431434,0.13956330941105788,-0.8668519590212019,-0.8198163281885759,-0.4684054928792225,-0.3854229990920836,0.19568495847934553,0.21000809504642406,-0.23738698119938972,-0.6037435878237826,-0.08522056017541652,0.8644836251792671,-0.6259803459517908,0.6365265282545189,1.129023768767368,0.24062079699028946,0.08549868222854368,-1.6261872266511237,-0.26222038692496863,0.9658348292548561,-0.5343485631969687,0.8827167927701063,-0.22028108086056142,-0.0020179850612507015,-1.6634637368386036,-0.11859498813444024,0.6020242209653176,-0.0491526538517403,0.2990692952540416,-0.24523436003203256,0.42395837871204106,-0.34634407673448264,-0.734738759839888,0.5947304957150181
